Id,gripForce
0,33.62126814059262
1,32.026368227494814
2,53.82849519489008
3,36.00587577765148
4,45.157194696494244
5,42.29256863898847
6,36.56331652397692
7,41.286078402567526
8,41.13123375081045
9,39.6602095591183
10,46.24110725879372
11,63.738552907342466
12,56.46085427476024
13,31.84055464538633
14,42.06030166135287
15,41.82803468371726
16,42.29256863898847
17,36.48589419809839
18,35.09229233228477
19,44.30554911183036
20,57.15765520766705
21,43.53132585304502
22,57.77703381469533
23,55.84147566773197
24,31.917976971264867
25,62.886907322678596
26,52.2800486773194
27,35.78909326519158
28,43.453903527166474
29,33.00188953356435
30,56.30600962300318
31,45.46688400000838
32,41.82803468371726
33,41.75061235783872
34,51.04129146326284
35,36.81106796678823
36,27.133277231971444
37,62.267528715650315
38,26.266147182131864
39,39.27309792972562
40,31.06633138660099
41,45.54430632588691
42,53.90591752076861
43,38.26660769330468
44,31.995399297143404
45,53.05427193610474
46,35.78909326519158
47,33.62126814059262
48,32.459933252414615
49,43.53132585304502
50,50.34449053035604
51,35.47940396167745
52,38.576296996818826
53,45.62172865176544
54,40.12474351438951
55,49.02831099042095
56,38.42145234506175
57,53.363961239618874
58,33.07931185944288
59,57.9318784664524
60,56.073742645367574
61,29.90499649842297
62,57.622189162938255
63,54.37045147603983
64,49.02831099042095
65,59.24805800638748
66,36.873005827491056
67,30.21468580193711
68,57.467344511181196
69,42.83452492013821
70,61.72557243450058
71,43.964890877964805
72,58.00930079233093
73,53.82849519489008
74,73.33892131628073
75,34.14773995656665
76,35.86651559107011
77,45.157194696494244
78,51.676154535466836
79,67.22255757187652
80,44.073282134194756
81,48.25408773163561
82,41.13123375081045
83,41.59576770608166
84,48.48635470927121
85,42.679680268381134
86,32.07282162302194
87,40.43443281790364
88,32.692200230050204
89,37.33753978276226
90,29.44046254315177
91,50.18964587859897
92,35.401981635798904
93,34.9374476805277
94,52.74458263259059
95,35.247136984041845
96,59.402902658144555
97,46.705641214064926
98,56.770543578274385
99,32.76962255592875
