Id,gripForce
0,47.44897256127884
1,56.23951436199653
2,30.66279092052781
3,40.969432253803994
4,34.57719255341881
5,53.980163820505055
6,31.098277366806848
7,54.59852658034252
8,29.966994037060584
9,42.29145376819519
10,63.544441485463594
11,53.94808840519198
12,54.71116027199972
13,59.1309820011313
14,49.97298910973827
15,33.338872555094234
16,56.21499162125257
17,29.362006794388638
18,55.181895070797005
19,30.312536343244567
20,32.3734249334467
21,52.42523542573792
22,47.09527371699248
23,49.6637554041946
24,29.701597879090816
25,48.29109637281465
26,34.35714986188154
27,34.64310690472503
28,47.74709289379054
29,51.19599077584024
30,51.651600637663925
31,42.400925881534874
32,33.6340841480756
33,56.54248674744983
34,31.50790533628222
35,48.20792311818779
36,36.34710195322016
37,55.24637489848686
38,31.511621624025114
39,49.42060972663318
40,58.196395257937496
41,53.38326938743196
42,33.28795804259463
43,53.74138225343982
44,52.448739737944905
45,51.06180570689308
46,52.276007211958515
47,49.36829056471584
48,53.206929763603696
49,49.75488878736905
50,32.62989116456694
51,56.97537712164555
52,27.46903813630671
53,58.409970993897005
54,32.98169260010307
55,51.28305888900506
56,28.266449272520067
57,50.13873986654721
58,34.451386296319185
59,31.288516169314555
60,44.846951629412025
61,50.68439672768734
62,31.275918904215462
63,28.561030013522995
64,45.32543964902168
65,33.27133571201497
66,38.00335249900048
67,50.74145549286487
68,58.860676333557265
69,40.2869823604986
70,31.585349601974627
71,47.77478921286095
72,51.86922311400388
73,50.67978972619463
74,33.51453845806411
75,58.98814804403558
76,48.75087445943565
77,48.94025519840353
78,55.295671970374485
79,50.780340571589214
80,28.364896757347978
81,50.530074269294
82,29.364258768095976
83,32.19165860030368
84,29.445625134282068
85,52.99064033079804
86,27.997978758640535
87,53.987056906961804
88,55.1913220648162
89,30.253980905083797
90,25.85229730856614
91,42.47405320187803
92,28.449252973377625
93,31.876404303473215
94,52.36511716853012
95,32.230017935074244
96,57.880140265045206
97,50.53210515934749
98,56.45530648801864
99,51.80389053531574
100,56.92743032912074
101,50.04377181482626
102,66.41940459500442
103,37.55321274570268
104,57.08935265748337
105,48.71479969195815
106,50.95635837636076
107,46.3212930127601
108,31.001418916500228
109,50.999292284400966
110,30.783632754236628
111,28.413880122920546
112,49.4888047872672
113,52.48941574825832
114,31.195277786161476
115,32.26690822600186
116,57.243056195212105
117,54.61385227458899
118,48.40360456702428
119,44.619431936074946
120,42.374793909890805
121,49.36149435333662
122,58.84923299019361
123,63.97809701581404
124,53.12673763947887
125,60.38863426150973
126,29.126725021788662
127,45.24763167767192
128,53.555478034617195
129,46.18273561443042
130,30.300704404005714
131,31.04549462660734
132,33.254038504845006
133,57.761379551499104
134,54.65643553992362
135,59.54010810641192
136,57.52565957993571
137,53.59032278982957
138,53.045341350180976
139,53.887345316561444
140,29.18231566352612
141,30.855172231842833
142,30.04222614066208
143,54.88102596838156
144,54.57148060032492
145,49.4669117252796
146,32.266369909681686
147,27.05878677395898
148,29.04980401327594
149,59.51129638135804
150,31.258047778556076
151,46.316740621716896
152,36.12259043287772
153,57.19274831649594
154,28.88545475594856
155,63.40135084840517
156,27.636832226297575
157,59.20779631716925
158,48.64681545324463
159,56.70700736383592
160,31.186936652174943
161,33.928263203864205
162,26.381321756688234
163,58.293432254449016
164,57.15345451565065
165,29.530053271465036
166,30.849973708830856
167,46.059632119619906
168,32.70792103143751
169,48.86389880658623
170,31.30030211088275
171,57.11907595011429
172,55.50061102419682
173,24.33059463466255
174,45.97940229846134
175,46.078894373585946
176,47.3380981194552
177,46.54901701295077
178,56.6258173307433
179,55.8878096377835
180,52.637186618582724
181,47.57339055734163
182,53.89811316452302
183,60.605492205790654
184,53.13365336268449
185,61.25815247798202
186,30.354673122287274
187,51.19105410836959
188,51.09326169787863
189,49.8844701675107
190,53.01360185837538
191,42.05157534208198
192,50.87229865104425
193,54.81936516300496
194,35.261431423180035
195,53.46592077433005
196,27.404140075548302
197,32.702626633666384
198,33.34593806842614
199,29.624958596609005
200,34.10557640034683
201,52.91911777906135
202,31.41998380161791
203,44.61520149335551
204,55.85267930320489
205,49.14223005721789
206,44.27987889977069
207,54.572012497567776
208,26.791394747104043
209,54.61826960030819
210,34.096014477609245
211,51.801064903792486
212,34.72907311985427
213,60.664487167378674
214,25.03828142537172
215,50.5276605680041
216,51.6193646539084
217,52.30017716482768
218,32.23750141583089
219,56.90789631093175
220,58.23394416367593
221,28.9530885967524
222,28.38177035602491
223,50.12319651682442
224,53.10754296348073
225,56.1249602655602
226,30.942906015456042
227,51.949942652471194
228,54.150263167637334
229,50.74900019070903
230,57.21396437245192
231,31.194875305873783
232,50.85466982466502
233,46.81321138862193
234,52.18256949085335
235,38.745818863100844
236,52.98442644949242
237,60.641400604696905
238,40.00873082731898
239,58.46319038953349
240,25.88092702207105
241,24.31144299853957
242,53.21481736122933
243,44.894923721619215
244,51.95253098394534
245,50.47298074489377
246,52.8702762268195
247,57.03908271014296
248,56.11573819368561
249,51.207049652248514
250,28.37789359737974
251,52.42124014034179
252,37.7691474910061
253,33.02514734191827
254,60.71991609053002
255,27.91364216798053
256,47.98959935546046
257,50.13781883464437
258,56.42671204268524
259,55.23921655180198
260,36.257335413559815
261,31.752358325394773
262,31.54985116427969
263,27.402269755525182
264,31.155930385249583
265,53.40211633140345
266,31.510173732056188
267,31.56576295012462
268,53.25702997639747
269,45.66236926680559
270,46.20002735394994
271,35.15059409757353
272,48.312865511362574
273,32.580013333900034
274,33.8384917711419
275,51.72271444107308
276,32.78693222916104
277,50.16753106521635
278,31.615223500956223
279,35.13758837964371
280,25.305129258500784
281,35.33567492101252
282,40.058870729752236
283,31.776432977523058
284,28.460085295748613
285,56.98742432451087
286,46.93025824707682
287,53.730233233629086
288,51.99145563027014
289,55.544212583929664
290,48.91651240007399
291,32.886355295692304
292,47.282229832730216
293,31.597082333454903
294,52.916967722239356
295,46.06368730676197
296,50.28340706788838
297,27.442049758088476
298,45.89047494736029
299,53.381435693664514
300,33.15587609350471
301,52.37341375937038
302,53.649295892084744
303,55.06263571540517
304,52.13716045556064
305,53.80204245786652
306,29.93356129038363
307,35.12897237784232
308,50.87573739380558
309,49.97474231424694
310,48.683283447313215
311,50.865318678895875
312,50.38523825519478
313,29.379746410976317
314,31.369557154879217
315,56.015852261396034
316,56.45953175594156
317,55.36639584968363
318,32.00267121230519
319,32.26580661115975
320,63.06207021716227
321,28.69263294864278
322,34.81496314529839
323,26.08338033098904
324,28.683516012566816
