ID,y
0,0.6727966733737611
1,0.6794326581385659
2,0.6860686429033749
3,0.6927046276681814
4,0.6993406124329864
5,0.7059765971977908
6,0.7126125819625965
7,0.7192485667274029
8,0.7258845514922082
9,0.7325205362570139
10,0.7391565210218211
11,0.7457925057866278
12,0.7524284905514331
13,0.7590644753162399
14,0.765700460081044
15,0.7723364448458494
16,0.7789724296106562
17,0.7856084143754594
18,0.792244399140269
19,0.7988803839050734
20,0.8055163686698785
21,0.8121523534346838
22,0.8187883381994904
23,0.8254243229642955
24,0.8320603077291019
25,0.8386962924939083
26,0.8453322772587138
27,0.8519682620235208
28,0.8584676283625363
29,0.8647006108274565
30,0.8689590553135284
31,0.8718505541915439
32,0.8744549903568393
33,0.8770594265221378
34,0.8796638626874297
35,0.882268298852727
36,0.8848727350180223
37,0.8874771711833189
38,0.8900816073486149
39,0.892681724539407
40,0.8951298419016441
41,0.8975779592638788
42,0.9000260766261157
43,0.9024741939883525
44,0.9049223113505875
45,0.9073704287128243
46,0.9098185460750614
47,0.9122666634372965
48,0.9147147807995326
49,0.9171628981617669
50,0.9196110155240045
51,0.9220591328862404
52,0.9245072502484772
53,0.9269553676107126
54,0.9294034849729492
55,0.931851602335186
56,0.9342997196974205
57,0.9365389496258049
58,0.9386724394768795
59,0.9408059293279539
60,0.9429394191790289
61,0.9450729090301044
62,0.9467929150493372
63,0.9482390438493996
64,0.9494668020772634
65,0.9506945603051283
66,0.9519223185329937
67,0.9531500767608588
68,0.9543778349887234
69,0.9556055932165869
70,0.9568333514444527
71,0.9580611096723165
72,0.9592888679001835
73,0.9605166261280474
74,0.9617443843559121
75,0.9628558774097066
76,0.9634700832136591
77,0.9640842890176101
78,0.9645962648789732
79,0.9639148955992971
80,0.9632335263196221
81,0.9625521570399455
82,0.9618707877602689
83,0.9611894184805929
84,0.9605080492009177
85,0.9598266799212413
86,0.9591453106415638
87,0.9584639413618904
88,0.9577825720822144
89,0.9571012028025379
90,0.9564198335228609
91,0.9557384642431871
92,0.9550570949635123
93,0.9543757256838354
94,0.9536943564041576
95,0.9530129871244817
96,0.9523316178448067
97,0.9516502485651318
98,0.9509688792854546
99,0.9502875100057795
100,0.9496061407261043
101,0.9489247714464277
102,0.9482434021667513
103,0.9475620328870764
104,0.9468806636073993
105,0.9461992943277241
106,0.9455179250480472
107,0.9448365557683718
108,0.944155186488697
109,0.9434738172090201
110,0.9427924479293437
111,0.9421110786496676
112,0.9414297093699924
113,0.9407483400903175
114,0.9400669708106403
115,0.9393856015309646
116,0.938704232251289
117,0.9380228629716125
118,0.9373414936919369
119,0.9366601244122625
120,0.9359787551325867
121,0.9352973858529097
122,0.9346160165732349
123,0.9339346472935578
124,0.9332532780138821
125,0.9325719087342069
126,0.9318905394545292
127,0.9312091701748545
128,0.9305278008951804
129,0.9298464316155021
130,0.929165062335826
131,0.9284836930561503
132,0.9278023237764736
133,0.9271209544968002
134,0.9264395852171228
135,0.9257582159374473
136,0.9250768466577707
137,0.9243954773780951
138,0.9237141080984197
139,0.9230327388187435
140,0.9223513695390674
141,0.9216700002593918
142,0.9209886309797157
143,0.9205109687624025
144,0.9205725565469355
145,0.9206341443314687
146,0.9206957321160018
147,0.9207573199005339
148,0.920818907685069
149,0.9208804954696002
150,0.9209420832541341
151,0.9210036710386673
152,0.9210652588232003
153,0.9211268466077335
154,0.9211884343922654
155,0.9212500221767985
156,0.9213116099613327
157,0.9213731977458662
158,0.9214347855303988
159,0.9214963733149312
160,0.9215579610994652
161,0.9228014146995919
162,0.9242853547412361
163,0.9257692947828794
164,0.9272532348245206
165,0.928737174866164
166,0.9302211149078086
167,0.9317050549494508
168,0.9331889949910931
169,0.9346729350327373
170,0.9361568750743818
171,0.9376408151160243
172,0.9391247551576674
173,0.9406086951993111
174,0.9420926352409532
175,0.9435765752825974
176,0.9450605153242403
177,0.9465444553658815
178,0.9480283954075265
179,0.9495123354491689
180,0.9509962754908127
181,0.9524802155324554
182,0.9539641555740995
183,0.9554480956157434
184,0.9557053879520553
185,0.9551998861147984
186,0.9546943842775412
187,0.9541888824402837
188,0.9536833806030278
189,0.9531778787657684
190,0.9526723769285115
191,0.9521668750912549
192,0.9516613732539982
193,0.9511558714167399
194,0.9506503695794825
195,0.9501448677422261
196,0.9496393659049689
197,0.9491338640677104
198,0.948628362230454
199,0.9481228603931968
200,0.9476173585559391
201,0.9471118567186819
202,0.9466063548814231
203,0.9461008530441671
204,0.9455953512069116
205,0.9450898493696543
206,0.9445843475323957
207,0.9440788456951393
208,0.9435733438578809
209,0.9430678420206242
210,0.942562340183366
211,0.9420568383461109
212,0.9415513365088524
213,0.9410458346715949
214,0.940540332834337
215,0.9400348309970807
216,0.9395293291598218
217,0.9390238273225656
218,0.9385183254853074
219,0.9380128236480497
220,0.9375073218107939
221,0.9370018199735365
222,0.9364963181362796
223,0.9360115461418566
224,0.9355674891463853
225,0.9351234321509148
226,0.9346793751554426
227,0.9342353181599713
228,0.9337912611645003
229,0.9333472041690284
230,0.9329031471735572
231,0.932459090178086
232,0.9320150331826145
233,0.9315709761871431
234,0.9311269191916712
235,0.9306828621961992
236,0.9302388052007268
237,0.9297947482052569
238,0.929350691209784
239,0.928906634214314
240,0.9284625772188422
241,0.9280185202233705
242,0.9282334336722771
243,0.9288660349160948
244,0.9294986361599087
245,0.9301312374037237
246,0.9307638386475385
247,0.9313964398913538
248,0.9320290411351696
249,0.9326616423789843
250,0.9332942436228007
251,0.9339268448666171
252,0.9345594461104312
253,0.9351920473542487
254,0.9358246485980628
255,0.936457249841878
256,0.9370898510856945
257,0.9377224523295106
258,0.9383550535733257
259,0.9389876548171415
260,0.9396202560609559
261,0.940252857304772
262,0.9408854585485874
263,0.941518059792403
264,0.9421506610362191
265,0.9427832622800333
266,0.9434158635238485
267,0.9431866889792124
268,0.9405876689249858
269,0.9343747359574988
270,0.9171807265224602
271,0.8914786486509632
272,0.8641400876907278
273,0.8349052502115413
274,0.7952829673402145
275,0.7455677408299924
276,0.6922731628925763
277,0.6324568812151802
278,0.5684710579387672
279,0.4952972127604016
280,0.41959600855603163
281,0.3438948043516653
282,0.26819360014729643
283,0.19249239594292522
284,0.11679119173856134
285,0.04108998753419302
286,-0.034611216670175415
287,-0.11031242087454496
288,-0.18601362507891095
289,-0.26171482928327783
290,-0.3374160334876496
291,-0.4131172376920179
292,-0.4887022462334317
293,-0.5641840097594508
294,-0.6396657732854742
295,-0.7151475368114962
296,-0.7798651788599081
297,-0.8312683352369198
298,-0.882226954623088
